alpha,alpha3,batch_size,critic1_error,critic2_error,distribution_loss,end_cost,entropy,eplenmean,eplrewmean,eprewmean,labda,lr_a,lr_c,lr_l,lyapunov_error,policy_loss,target_entropy,tau,total_timesteps,violation_times
0.94998235,1.0,256,2937.354,2973.6882,nan,0.0,-0.686096,84.4,0.0,-2902.0122782879544,1.0,9.966616666666668e-05,0.0002989985,0.0002989985,5.727463e-05,228.39975,-1,0.005,2048,0.0
0.9237014,,,4735.999,4808.1865,nan,0.0,-0.47508097,214.3,0.0,-1645.8846320086693,0.99894583,9.934383333333334e-05,0.0002980315,0.0002980315,4.2941803e-05,324.70816,,,4096,67.6
0.8550104,,,6756.1626,7002.2124,nan,0.0,-0.56832767,335.4,0.0,1750.208840589629,0.98725146,9.900900000000001e-05,0.000297027,0.000297027,0.00016984275,409.2239,,,6144,187.2
0.78906405,,,10342.135,10827.679,-1.8342798,0.007754285321139065,-0.9065579,47.3,68.98322295336455,-407.7304534125936,1.0947406,9.865816666666668e-05,0.00029597449999999996,0.00029597449999999996,0.2524318,379.32745,,,8192,22.5
0.81908244,,,3371.7808,3398.1184,-1.8016007,0.897098475389738,-1.207584,42.6,105.3529227868831,-307.8202037018453,1.3760321,9.832433333333334e-05,0.00029497299999999997,0.00029497299999999997,2.0140204,292.22382,,,10240,25.5
0.8681179,,,5760.5796,5949.5737,-1.7175707,1.2725044401733305,-1.187099,114.2,293.47797712373824,574.3242885098591,1.5498651,9.79815e-05,0.0002939445,0.0002939445,2.0532348,247.11975,,,12288,75.5
0.92295104,,,4265.218,4558.1616,-1.8340299,1.7300821057048992,-1.1859989,165.8,464.48752672542423,1135.4613468819223,1.7233082,9.764066666666668e-05,0.000292922,0.000292922,5.8661375,152.12741,,,14336,99.6
0.9637267,,,3608.6304,3764.7905,-1.8093458,2.437281550468719,-1.1567882,303.9,636.2086553780551,2438.464406936414,1.8400627,9.734816666666668e-05,0.0002920445,0.0002920445,5.497983,128.8004,,,16384,140.9
1.032148,,,3403.4233,3513.3237,-1.8495705,2.8540834420281587,-1.1063693,425.5,740.1817507072741,4331.08826694978,1.9233701,9.69315e-05,0.0002907945,0.0002907945,8.624092,86.24308,,,18432,183.9
1.080097,,,2111.281,2167.599,-1.8585045,2.283066720113576,-1.0139078,450.8,695.1844503768092,4458.9508509747275,1.9513273,9.659683333333334e-05,0.00028979049999999996,0.00028979049999999996,10.0527525,39.337116,,,20480,168.9
1.1021227,,,1757.7686,1771.4578,-1.9031732,1.9221980578580886,-1.0277877,345.6,440.14360458977916,2291.797883321836,2.07357,9.627216666666668e-05,0.00028881649999999996,0.00028881649999999996,8.712125,-17.665035,,,22528,95.2
1.1233075,,,1509.0056,1496.836,-1.9092957,0.9838309398534953,-0.97170717,276.4,171.0561275952757,-125.50650114057926,2.2156978,9.595033333333335e-05,0.000287851,0.000287851,7.147954,-57.451496,,,24576,44.7
1.0844328,,,1306.4197,1296.7128,-1.9136305,2.1647941863395372,-0.9392217,327.4,319.1126424341962,1089.1608005313415,2.370726,9.5571e-05,0.00028671299999999996,0.00028671299999999996,5.456752,-77.7671,,,26624,82.8
1.0528924,,,1227.3804,1228.1799,-1.7321379,1.6423194568295973,-0.9785636,369.6,255.52669226049096,16.649675917505,2.5162592,9.5251e-05,0.00028575299999999997,0.00028575299999999997,5.79246,-91.93056,,,28672,98.9
