alpha,alpha3,batch_size,critic1_error,critic2_error,end_cost,entropy,eplenmean,eplrewmean,eprewmean,labda,lr_a,lr_c,lr_l,lyapunov_error,policy_loss,target_entropy,tau,total_timesteps,violation_times
0.9219003,0.1,256,138.42036,137.22647,0.0,-0.010833694,10.7,0.0,72.71347742033562,1.0,9.931933333333334e-05,0.00029795799999999997,0.00029795799999999997,0.0038913384,-49.7712,-1,0.005,2048,1.1
0.8363837,,,129.53508,127.94784,0.0,-0.14101632,21.0,0.0,188.01555931604685,1.0,9.864e-05,0.00029591999999999997,0.00029591999999999997,0.0055794977,-77.663345,,,4096,10.2
