alpha,alpha3,batch_size,critic1_error,critic2_error,distribution_loss,end_cost,entropy,eplenmean,eplrewmean,eprewmean,labda,lr_a,lr_c,lr_l,lyapunov_error,policy_loss,target_entropy,tau,total_timesteps,violation_times
0.37800518,,,2268.8604,2267.2935,-1.7015282,0.300741805354326,-0.98423845,500.0,110.82395375605327,5466.585756184843,0.58223265,6.725433333333332e-05,0.00020176299999999996,0.00020176299999999996,5.853847,-708.0194,,,196608,6.3
0.3763761,,,2653.0942,2653.7632,-1.6675355,0.4064120462140057,-1.0114548,500.0,146.9129527258317,4879.940110866914,0.5678996,6.6921e-05,0.00020076300000000002,0.00020076300000000002,5.9624496,-717.0192,,,198656,3.2
0.37570018,,,2393.0068,2395.4172,-1.6664099,0.4323284568408684,-1.0093709,500.0,149.12772580731888,5596.052430688947,0.55641836,6.658766666666667e-05,0.000199763,0.000199763,1.4302604,-719.8348,,,200704,0.0
0.37667936,,,1752.553,1754.4131,-1.680876,0.26358370951749166,-0.9971836,500.0,98.04806454430158,4982.867760345184,0.5421211,6.625433333333333e-05,0.00019876299999999997,0.00019876299999999997,1.4374568,-716.55383,,,202752,4.3
0.37554485,,,1330.7618,1333.2563,-1.6751277,0.23472516999938953,-0.98235095,500.0,96.30060870346458,5346.971717816026,0.53042626,6.592100000000001e-05,0.000197763,0.000197763,1.578796,-717.2635,,,204800,4.3
0.37308866,,,1306.283,1304.9956,-1.6716557,0.0993611588947052,-0.9699744,500.0,49.55306943313947,3851.1173028875432,0.5192927,6.558766666666668e-05,0.00019676299999999997,0.00019676299999999997,1.3922999,-717.4968,,,206848,6.3
0.36887378,,,1411.7356,1407.7878,-1.6690242,0.2154615804429369,-0.97455376,480.2,143.28639456903798,2993.776375176306,0.48917657,6.5204e-05,0.00019561199999999996,0.00019561199999999996,1.9014912,-716.1283,,,208896,31.9
0.3599823,,,1620.4823,1620.3243,-1.6947725,0.3652435982165139,-0.9496517,418.1,243.02938952165186,2978.7549257948126,0.46954092,6.489083333333334e-05,0.00019467249999999996,0.00019467249999999996,2.1831453,-715.9828,,,210944,61.0
0.34949273,,,1452.2634,1454.3569,-1.71103,0.3345908395251423,-0.9132794,437.9,249.11839696519246,3762.502834850856,0.47067747,6.45575e-05,0.0001936725,0.0001936725,1.5107844,-722.1764,,,212992,53.9
0.33988678,,,1348.7388,1350.3821,-1.7185558,0.18480882175156527,-0.93370044,500.0,128.32183830443304,5000.218214516149,0.47696108,6.422416666666666e-05,0.00019267249999999997,0.00019267249999999997,1.9640007,-732.6003,,,215040,22.8
0.33201534,,,1592.2269,1594.885,-1.7347527,0.0,-0.95413446,450.7,54.343957962987474,3108.11735719053,0.47005805,6.388966666666667e-05,0.00019166899999999997,0.00019166899999999997,8.825069,-729.7099,,,217088,3.4
0.32510883,,,1780.7672,1782.7976,-1.7196878,0.0013173731574588564,-0.9109802,450.7,35.88804742496713,3238.9486713075685,0.46130818,6.355633333333333e-05,0.00019066899999999997,0.00019066899999999997,8.363961,-726.23474,,,219136,0.0
0.31019214,,,1781.2625,1780.5764,-1.721159,0.14574928492616696,-0.9225771,450.7,24.282954622516645,3846.7051313574434,0.47676277,6.313966666666666e-05,0.00018941899999999997,0.00018941899999999997,15.045343,-724.8966,,,221184,0.0
0.30048615,,,1841.4558,1842.4846,-1.7178379,0.14443191176870812,-0.941045,500.0,4.6228778936956045,3702.3615588106077,0.49528113,6.280633333333333e-05,0.00018841899999999997,0.00018841899999999997,15.787115,-724.2936,,,223232,0.0
0.29356393,,,2212.1694,2214.8782,-1.7271271,0.0,-0.9652239,500.0,19.846731407587406,4929.275557665843,0.50864136,6.247300000000001e-05,0.00018741899999999998,0.00018741899999999998,10.827024,-731.24347,,,225280,0.0
0.29434565,,,2722.9758,2722.5369,-1.7290863,0.23604510091732123,-1.0186608,420.6,76.40101489276555,3874.272775665627,0.49209428,6.218866666666668e-05,0.000186566,0.000186566,7.8504357,-728.6663,,,227328,11.9
0.30184582,,,2185.8843,2186.2756,-1.705583,0.23604510091732123,-1.0598938,420.6,56.80356476270107,3876.3113138805115,0.47041187,6.1772e-05,0.00018531599999999999,0.00018531599999999999,3.3879967,-720.635,,,229376,11.9
0.30769044,,,1860.3176,1864.6348,-1.705054,0.24436859096172325,-1.0364588,469.4,64.64193071014238,5370.204290731819,0.47691536,6.143866666666667e-05,0.000184316,0.000184316,3.6834571,-730.2087,,,231424,11.9
0.3134084,,,1277.7953,1282.2877,-1.7113348,0.40260476245729127,-1.0374175,463.2,55.164211808765494,4463.793261378712,0.48934036,6.116666666666667e-05,0.0001835,0.0001835,3.4003072,-735.13556,,,233472,10.6
0.31268567,,,1359.3578,1364.5798,-1.7049859,0.39428127241288924,-0.9912302,463.2,47.38037938775958,3620.3857075445094,0.5062899,6.074999999999999e-05,0.00018224999999999996,0.00018224999999999996,3.287091,-737.2659,,,235520,10.6
0.30595145,,,1734.1543,1741.3513,-1.7024701,0.07442908596459305,-0.95027363,500.0,46.748906128299915,4377.886642373842,0.52140206,6.0416666666666674e-05,0.00018125000000000001,0.00018125000000000001,2.5511975,-742.1532,,,237568,9.9
0.29896718,,,2214.4,2219.8855,-1.7165422,0.014635880970156756,-0.9566084,500.0,72.75667205472189,3752.3503374779953,0.51806307,6.0083333333333335e-05,0.00018025,0.00018025,2.5888937,-739.5976,,,239616,9.9
